first_name,company_name,address,city,county,Phone1,phone,website,email,Tags,Year Founded
Iraq Global Technologies,Iraq Global Technologies,baghdad,Baghdad,Iraq,7902547183,,www.iraqglobal.com,labibs@sbcglobal.net,"
  IT   ",2015
Nurmada Co PVC,Nurmada Co PVC,Mosul,Mosul,Iraq,7701648098,,,normada_slami@yahoo.com,"
  Aluminium & Glass   ",0
Nur Co,Nur Co,Baghdad,Baghdad,Iraq,7502309672,,www.nur-is.com.tr,,"
  Aluminium & Glass   ",0
Jacquard Systems IT,Jacquard Systems IT,baghdad,Baghdad,Iraq,7704443522,,www.jacquard.ae,wasiti@jacquard.ae,"
  IT   ",2015
Jibal IT,Jibal IT,60m St,Erbil,Iraq,7504451998,,www.jilal-it.com,saman.ismail@jibal-it.com,"
  IT   ",2015
K  K IT,K  K IT,erbil,Erbil,Iraq,7508819088,,,m.karaki@kandk-it.com,"
  IT   ",2015
Ozan Co PVC,Ozan Co PVC,sulamaniyah,Sulaymaniyah,Iraq,7504109192,7704771848,,info@ozanaluminyum.com,"
  Aluminium & Glass   ",0
Leader,Leader,Muthafaria St ,Erbil,Iraq,7704410520,,www.leader-iraq.com,kkittani@leader-iraq.com,"
  IT   ",2015
Logic Systems Iraq Bids For ITProducts  Solutions IT,Logic Systems Iraq Bids For ITProducts  Solutions IT,Brayti St,Erbil,Iraq,7507817657,,www.iraqbids.com,ali@iraqbids.com,"
  IT   ",2015
Rawandouz Co PVC,Rawandouz Co PVC,Nasier SqTunisia St,Baghdad,Iraq,7901319886,7704220460,,shakeebkamala@yahoo.com,"
  Aluminium & Glass   ",0
Metrobit  IT,Metrobit  IT,sulaymaniyah,Sulaymaniyah,Iraq,7716148573,,www.metrobitcorp.com,m.eghtedari@metrobitcorp.com,"
  IT   ",2015
Midya Tech  IT,Midya Tech  IT,Italian City Villa No 499,Erbil,Iraq,7504700800,7503886325,www.midyatech.com, info@midyatech.com,"
  IT   ",2015
Rozhano Co,Rozhano Co,baghdad,Baghdad,Iraq,7711966715,7700434491,,rozhano@rozhano.com,"
  Aluminium & Glass   ",0
Saray PVC CO,Saray PVC CO,Raza St,Duhok,Iraq,7504750137,7504509120,,yousif96saray@yahoo.com,"
  Aluminium & Glass   ",0
Modern Technology CoIT,Modern Technology CoIT,AlMansur14 Ramadan St,Baghdad,Iraq,7806697007,7813010256,www.moderntech-iq.com,info@moderntech-iq.com,"
  IT   ",2015
Sabaa  CO PVC,Sabaa  CO PVC,Kut Alhagag,Basra,Iraq,7710849509,7801391586,,,"
  Aluminium & Glass   ",0
Map Group It,Map Group It,Ankawa St,Erbil,Iraq,7504546250,66-3515191,www.mapcogroup.com,eia@mapcogroup.com,"
  IT   ",2015
Sarbast Muhamad   PVC Co,Sarbast Muhamad   PVC Co,Kareza Weshk St,Sulaymaniyah,Iraq,7704892424,7701544258,,,"
  Aluminium & Glass   ",0
Malto It Co,Malto It Co,duhok,Duhok,Iraq,7504696106,62-7226528,,malto1976co@yahoo.com,"
  IT   ",2015
Sardar Xoshnaw Company PVC,Sardar Xoshnaw Company PVC,Erbil,Erbil,Iraq,7504483135,7704456331,,sardar_alaminum@yahoo.com,"
  Aluminium & Glass   ",0
Mikro Tik It Co,Mikro Tik It Co,Karada Kharej,Baghdad,Iraq,7704310098,7800075000,,ali@satgte-iraq.com,"
  IT   ",2015
Shekh Group Co PVC,Shekh Group Co PVC,Malta St,Duhok,Iraq,7706520175,7507612735,,www.shekhgroup.com,"
  Aluminium & Glass   ",0
NashTech,NashTech,40 m St,Erbil,Iraq,7504151507,7506207654,www.nash-techsystem.com,sajjad@nash-techsystem.com,"
  IT   ",2015
Sinar Co  PVC,Sinar Co  PVC, Kro St  Erbil,Duhok,Iraq,7504249640,7504455074,,www.sinarco.com,"
  Aluminium & Glass   ",0
Nur Cladding Systems  IT,Nur Cladding Systems  IT,English village villa no 274,Erbil,Iraq,7503884410,964-66-2565800,www.nur.com.tr, saner@nur.com.tr,"
  IT   ",2015
Nabaa AlBasrah,Nabaa AlBasrah,Breha,Basra,Iraq,7801401050,7705600096,,humam_75@yahoo.com,"
  IT   ",2015
Sistem Co,Sistem Co,AlNidal St  AlGhader,Baghdad,Iraq,7817588708,7711496584,,sistembaghdad@hotmail.com,"
  Aluminium & Glass   ",0
Solin,Solin,60m St,Erbil,Iraq,7504542118,,, haci_helel@yahoo.com,"
  Aluminium & Glass   ",0
Orinet Co,Orinet Co,AlMansoor St,Baghdad,Iraq,7901831694,,www.orinetiq.com,,"
  IT   ",2015
Swar Haider Co PVC,Swar Haider Co PVC,100 m Opp South Industry,Erbil,Iraq,7504683996,7507667666,, swar_ha@yahoo.com,"
  Aluminium & Glass   ",0
Rawafid IT,Rawafid IT,Ashar,Basra,Iraq,7801904044,,www.rawafidfortechnology.ae,director@rawafidfortechnology.ae,"
  IT   ",2015
Sahba Group IT,Sahba Group IT,AlMuthanna Airport Road,Baghdad,Iraq,7901906953,7501196247,www.sahbatechnology.com,mustafa@sahbatechnology.com,"
  IT   ",2015
Thabit AlBaldawi  Sons Group PVC,Thabit AlBaldawi  Sons Group PVC,nasir Sq,Baghdad,Iraq,7901359020,7600003418,,kb@aluminum-albaldawi.com,"
  Aluminium & Glass   ",0
Silk Road Group IT,Silk Road Group IT,Jaderia,Baghdad,Iraq,7809124738,,www.silkroa-group.net,marketing@srg-iq.com,"
  IT   ",2015
The Bright Star Company PVC,The Bright Star Company PVC,Baghdad,Baghdad,Iraq,7503703320,7706450203,thebrightstar2000@yahoo.com,,"
  Aluminium & Glass   ",0
Sina group IT,Sina group IT,Minaret St near Silo,Erbil,Iraq,7504537216,964-66-2221720,www.sina-group.com,hoshmand73@yahoo.com,"
  IT   ",2015
Urfa Company PVC,Urfa Company PVC,100m St,Erbil,Iraq,7504450921,7504743813,,,"
  Aluminium & Glass   ",0
Smart Vision Co  IT,Smart Vision Co  IT,62 St,Baghdad,Iraq,7600251255,7700555779,www.smartvision-it.com,info@smartvision-it.com,"
  IT   ",2015
Uzeir Company PVC,Uzeir Company PVC,60m St,Erbil,Iraq,7504482299,7504443095,,uzeir-ticaet@hotmail.com,"
  Aluminium & Glass   ",0
State It Co,State It Co,Nidal St,Baghdad,Iraq,7903942715,,,nassirj_2000@yahoo.com,"
  IT   ",2015
Wisam  Hazeem Qasab PVC Co,Wisam  Hazeem Qasab PVC Co,100m St,Erbil,Iraq,7503663108,7503663107,,wisamqasab@yahoo.com,"
  Aluminium & Glass   ",0
Turcom IT,Turcom IT,Italian City No 342,Erbil,Iraq,7501987338,,www.turcom.com.tr,iq@turcom.com.tr,"
  IT   ",2015
Yaqut Co,Yaqut Co,Tunis St,Baghdad,Iraq,964 7400245163,7901393872,,yaqutpvc@yahoo.com,"
  Aluminium & Glass   ",0
Technology Partners,Technology Partners,Italian Village No427,Erbil,Iraq,7501576461,7480107279,www.tpfz.com,,"
  IT   ",2015
Vision Security  Telecom IT,Vision Security  Telecom IT,Ankawa St,Erbil,Iraq,7504451104,,,edygho@atsecurity.info,"
  IT   ",2015
Vlatacom IT,Vlatacom IT,English Village no 312,Erbil,Iraq,7507980703,,www.vlatacom.com,info@viatecom.com,"
  IT   ",2015
Xerox IT,Xerox IT,100m st,Erbil,Iraq,964 66-2640605, tf@farage.com,www.farage.com, tf@farage.com,"
  IT   ",2015
AlSadaf Furniture,AlSadaf Furniture,100m St,Erbil,Iraq,7503407626,7504013327,,,"
  Furniture   ",2015
Abanos Furniture,Abanos Furniture,60m St,Erbil,Iraq,7501307373,7501307272,,abanosmobilya@yahoo.com,"
  Furniture   ",2015
Abu Abdulah,Abu Abdulah,AlNedhal St,Baghdad,Iraq,7710000018,7902514662,,,"
  Furniture   ",2015
Adnan for Italian Furniture,Adnan for Italian Furniture,AlAadhamyaanalog AlAadhamya secondary,Baghdad,Iraq,7901671059,7706238135,,adn_s71@yahoo.com,"
  Furniture   ",2015
Adnan Furniture,Adnan Furniture,100m St,Erbil,Iraq,7503660909,7503660808,,,"
  Furniture   ",2015
AlWaha Furniture,AlWaha Furniture,Karada Kharej,Baghdad,Iraq,7901947767,,,,"
  Furniture   ",2015
Aghsan Al Mandrin Co,Aghsan Al Mandrin Co,KaradaKharejinfront of supermarket alwarda,Baghdad,Iraq,7706200060,7901428982,,ag_almandrin_fur@yahoo.com,"
  Furniture   ",2015
Ahmed Mahmoud,Ahmed Mahmoud,Nidhal St,Baghdad,Iraq,7711201306,7901345711,,moon_light7981@yahoo.com,"
  Furniture   ",2015
Al Hayat AlJadeeda Co,Al Hayat AlJadeeda Co,AlAdhamyanear the Indian Embassy,Baghdad,Iraq,7902746745,7702582304,,,"
  Furniture   ",2015
Aladhira Company Furniture,Aladhira Company Furniture,Karada Kharej,Baghdad,Iraq,964 7901689471,7904346191,,,"
  Furniture   ",2015
Alalamiya Co,Alalamiya Co,Karada Kharije,Baghdad,Iraq,7702707747,7901933890,www.alamiyaco.com,info@alamiyaco.com,"
  Furniture   ",2015
AlHafedh Mall,AlHafedh Mall,Karada Kharej,Baghdad,Iraq,7717475938,7802687352,,mool_alhafoth@yahoo.com,"
  Furniture   ",2015
AlAmyrat,AlAmyrat,Almansour14 RamadhanstNear Aljeliwee,Baghdad,Iraq,7901661731,964  1-5431867,,,"
  Furniture   ",2015
AlSamawi Show,AlSamawi Show,14 Tamoz St,Basra,Iraq,7813333363,,,,"
  Furniture   ",2015
AlAnwar,AlAnwar,Andalus Sq,Baghdad,Iraq,7902788396,7901349137,,,"
  Furniture   ",2015
AlBaali,AlBaali,14 Ramadan St,Baghdad,Iraq,7901329862,7901920251,,albaali2222@yahoo.com,"
  Furniture   ",2015
Abuab Aljaena,Abuab Aljaena,AlDulaay St,Baghdad,Iraq,7904324737,,,,"
  Doors   ",0
AlBaghdadi Gallery,AlBaghdadi Gallery,AadhamyaAlMaghrib St,Baghdad,Iraq,7702719505,964 1-4253655,,arkam_arkam2000@yahoo.com,"
  Furniture   ",2015
Abuab AlSalam Co,Abuab AlSalam Co,Karada,Baghdad,Iraq,7702633810,7808499393,http://www.abwabalsalam.com/, media@abwabalsalam,"
  Doors   ",0
AlBasha Furniture,AlBasha Furniture,Mansour14 Ramadhan,Baghdad,Iraq,7435309705,7400146463,, albashafur@yahoo.com,"
  Furniture   ",2015
AlSafeer Center,AlSafeer Center,Mashraq St,Basra,Iraq,7707074444,7811413333,,,"
  Furniture   ",2015
Adil Doors Co,Adil Doors Co,Malik Mahmoud St,Sulaymaniyah,Iraq,7701563686,,,,"
  Doors   ",0
AlBeat Beetak,AlBeat Beetak,AlAadhamya,Baghdad,Iraq,7813757520,7809914345,,,"
  Furniture   ",2015
AlDhefaf Al Mutamawja,AlDhefaf Al Mutamawja,KaradaKharij,Baghdad,Iraq,7902645398,7901103861,,alaa_19702003@yahoo.com,"
  Furniture   ",2015
Al Abeer Co,Al Abeer Co,Bab Almashed,Al Hillah,Iraq,7815291177,964 1-8183955,Deira_tower@gmail.com,aldeera2005@yahoo.com,"
  Doors   ",0
AlFurqan,AlFurqan,KarradaAuqbaBenafeaa Sq,Baghdad,Iraq,7506123959,7801323249,,alforkan_furniture@yahoo.com,"
  Furniture   ",2015
AlHafoth United,AlHafoth United,Altaharriyatnear Alawael restaurant,Baghdad,Iraq,7806797762,7801040777,, alhafoth_united@yahoo.com,"
  Furniture   ",2015
Aldeera  Doors Co,Aldeera  Doors Co,Alrasheed St,Baghdad,Iraq,7800955557,1-8183955,Deira_tower@gmail.com,aldeera2005@yahoo.com,"
  Doors   ",0
9647701059106,engineering Team training,40,Erbil,Iraq,9647500164557,,,teamtraininge@gmail.com,"
  Laboratories    Ministries    Services    Universities & Institutes   ",2015
AlHafoth AlMajed,AlHafoth AlMajed,KarradaAuqbaBenafaa Sq,Baghdad,Iraq,7806797762,7906824206,,alforkan_furniture@yahoo.com,"
  Furniture   ",2015
Aldora Doors Co,Aldora Doors Co,100m St,Erbil,Iraq,7501610645,7504648779,,,"
  Doors   ",0
AlHanaa Furniture,AlHanaa Furniture,Al Maghreb St,Baghdad,Iraq,7901385786-7703986077,,,,"
  Furniture   ",2015
AlRetaj Co,AlRetaj Co,AlArrasat AlHindeya,Baghdad,Iraq,7705836669,7704448410,,,"
  Doors   ",0
Alsalam Doors Co,Alsalam Doors Co,Baghdad,Baghdad,Iraq,,abwabalsalam@yahoo.com,,abwabalsalam@yahoo.com,"
  Doors   ",0
Alya Co,Alya Co,Koya Stdayk Hospital,Erbil,Iraq,7507115311,7507115211,,alya_43@yahoo.com,"
  Doors   ",0
Ararat Co,Ararat Co,1st Shubat St House Number,Duhok,Iraq,7504221100,,www.sinjarigroup.com, info@sinjarigroup.com,"
  Doors   ",0
AlHariri Co,AlHariri Co,baghdad,Baghdad,Iraq,7902340624,7901385016,,,"
  Furniture   ",2015
Askaya Doors Co,Askaya Doors Co,100 St,Erbil,Iraq,7506690899,7505438783,www.askayacompany.com,info@askayacompany.com,"
  Doors   ",0
Atar Doors Co,Atar Doors Co,sulaymaniyah,Sulaymaniyah,Iraq,7701522464,,,,"
  Doors   ",0
AlHatharaFurnituer,AlHatharaFurnituer,basra,Basra,Iraq,7801766966,,,hathara07@yahoo.com,"
  Furniture   ",2015
AlHayat AlJadeeda Co,AlHayat AlJadeeda Co,AlAdhamyanear the Indian Embassy,Baghdad,Iraq,7902746745,00964 7702582304,,,"
  Furniture   ",2015
Awezan Doors Co,Awezan Doors Co,60m St,Erbil,Iraq,7504489745,,,,"
  Doors   ",0
Albaghdadion Co,Albaghdadion Co,Alsaadoon St,Baghdad,Iraq,7702984704,7903539261,,albaghdadion@gmail.com,"
  Doors   ",0
AlHarty Furniture,AlHarty Furniture,erbil,Erbil,Iraq,7501996580,,www.alharty-furniture.com,info@alharty-furniture.com,"
  Furniture   ",2015
Alsadid Co,Alsadid Co,Baghdad,Baghdad,Iraq,7800051484,info@alsadidmotors.com,www.alsadidmotors.com,info@alsadidmotors.com,"
  Doors   ",0
AlHuda Co,AlHuda Co,AlMothanna airport Stnear Aadans Sq,Baghdad,Iraq,7704428407,7901910932,,alhoudairaq@yahoo.com,"
  Furniture   ",2015
Almoosawi Co,Almoosawi Co,14 july St,Basra,Iraq,7803320020,,,hassanalmoosawi@gmail.com,"
  Doors   ",0
Alrabeh Co,Alrabeh Co,Basra,Basra,Iraq,703106104,7705777520,,alsaleh98@yahoo.com,"
  Doors   ",0
B M D Co,B M D Co,Sulaymaniyah,Sulaymaniyah,Iraq,7710111124,964 53-3236376,, bamedinsaat@hotmail.com,"
  Doors   ",0
Bahadir Doors Co,Bahadir Doors Co,Nawroz 40m St,Erbil,Iraq,7509723660,,www.alkadoor.com,bahadir@alkadoor.com,"
  Doors   ",0
Bakhtear Co,Bakhtear Co,Koya st,Erbil,Iraq,7504465698,7714444000,www.baxtear.com, doorshow@baxtear.com,"
  Doors   ",0
Balen  Doors Co,Balen  Doors Co,40m St,Erbil,Iraq,,balengooddoor@yahoo.com,,balengooddoor@yahoo.com,"
  Doors   ",0
Blastik House Co,Blastik House Co,AlRrabeaa St,Baghdad,Iraq,7503138974,7808815730,,,"
  Doors   ",0
Chalkap Co,Chalkap Co,40 m StNear Sq Market Happy Day,Erbil,Iraq,7701526830,7504954335,www.celkap.com, zirvecinor@hotmail.com,"
  Doors   ",0
CNYD Co,CNYD Co,Erbil,Erbil,Iraq,7506951969,,www.cnydblt.com,hayder_x5@yahoo.com,"
  Doors   ",0
Dilnur  Doors Co,Dilnur  Doors Co,100 St,Erbil,Iraq,7501818128,7503499736,,mehmegucbilmez@hotmail.com,"
  Doors   ",0
Dlawar  Doors Co,Dlawar  Doors Co,Malik Mahmoud St,Sulaymaniyah,Iraq,7701522306,7501118430,,dlawarhajy@hotmail.com,"
  Doors   ",0
Dler Co,Dler Co,South Industrial Area,Erbil,Iraq,7704454172,7504454172,, dler_technical@yahoo.com,"
  Doors   ",0
Haji Kamal Co,Haji Kamal Co,Erbil,Erbil,Iraq,7504603973,7504511605,,h_k_605@yahoo.com,"
  Doors   ",0
HawreDoors Co,HawreDoors Co,100m St,Erbil,Iraq,7504510664,,,,"
  Doors   ",0
Intab  Group,Intab  Group, Aljamhoury,Basra,Iraq,7819166322,7703275195,,hadad_albasra1981@yahoo.com,"
  Doors   ",0
Kosar  Doors Co,Kosar  Doors Co,Malik Mahmoud St,Sulaymaniyah,Iraq,7701552122,,,,"
  Doors   ",0
Knoz Alhekma Co,Knoz Alhekma Co,Near Bailal Hospital,Najaf,Iraq,7601701350,7706822500,,info@knoz.com,"
  Doors   ",0
AlJashamy,AlJashamy,Nidhal StThe intersection of Park Mansour14 Ramadan St,Baghdad,Iraq,7901839887,7903348629,www.aljashamycofurniture.com, ali@aljashamycofurniture.com,"
  Furniture   ",2015
Lamasat Aluminum Co,Lamasat Aluminum Co,Nasier SqTunisia St,Baghdad,Iraq,705325599,7901835612, www.lamasat-iraq.com, info@lamasat-iraq.com,"
  Doors   ",0
AlKamal Modern Trade Co,AlKamal Modern Trade Co,erbil,Erbil,Iraq,7711133500,7706210090,, alkamal_numberone@yahoo.com,"
  Furniture   ",2015
Lenya Doors Co,Lenya Doors Co,100m StKasnzan,Duhok,Iraq,7504536474,7504428683,,lenyaco@yahoo.com,"
  Doors   ",0
AlKawther,AlKawther,AlAadhamya,Baghdad,Iraq,7704526536,7901271130,,,"
  Furniture   ",2015
Lift World Co,Lift World Co,Salim St,Sulaymaniyah,Iraq,7701446100,7701364652,www.prismaitaly.it,lift_world07@yahoo.com,"
  Doors   ",0
AlKhaqani Complex,AlKhaqani Complex,najaf,Najaf,Iraq,7801006151,00964-7801216802,,zadco12@hotmail.com,"
  Furniture   ",2015
AlKhulafaa Gallery,AlKhulafaa Gallery,AlAadhamyanear AlHariri secondary,Baghdad,Iraq,7809729164,7702860708,,,"
  Furniture   ",2015
AlMudars,AlMudars,AlMansour 14 Ramdaan St,Baghdad,Iraq,7901477515,7704444814,,,"
  Furniture   ",2015
MKars Co,MKars Co,Erbil,Erbil,Iraq,964 66-2559385,,,,"
  Doors   ",0
AlMumtaz Co,AlMumtaz Co,Jumhorya St,Kirkuk,Iraq,7705875040,964  1-217336,, mumtaz_alnajar@yahoo.com,"
  Furniture   ",2015
Mardeen  Doors Co,Mardeen  Doors Co,Malik Mahmoud St,Sulaymaniyah,Iraq,7702313487,7480633785,,,"
  Doors   ",0
Meer  Doors Co,Meer  Doors Co,Malik Mahmoud St,Sulaymaniyah,Iraq,00964 7701585025,00964 7701510460,,dlawarhajy@hotmail.com,"
  Doors   ",0
Mehran Co,Mehran Co,Govand StTairawa,Erbil,Iraq,7504511605,,,j4s4a@yahoo.com,"
  Doors   ",0
Mena Doors Co,Mena Doors Co,100m St,Erbil,Iraq,7504488035,7508300038,,Abu.dunia88@gmail.com,"
  Doors   ",0
AlNadah For Office Supplies,AlNadah For Office Supplies,Almutanabi St,Baghdad,Iraq,7901303585,7901401055,,alnadaco1958@yahoo.com,"
  Furniture   ",2015
My Door  Doors Co,My Door  Doors Co,60m St,Sulaymaniyah,Iraq,7501257360,7480110721,,,"
  Doors   ",0
Namsa  Doors Co,Namsa  Doors Co,Malik Mahmoud St,Sulaymaniyah,Iraq,7701202333,7701438556,,Soranjalal32@yahoo.com,"
  Doors   ",0
Nevada Group,Nevada Group,Bakhtiary,Erbil,Iraq,7504050888,,,eurodors0107@yahoo.com,"
  Doors   ",0
New House  Doors Co,New House  Doors Co,100mSt,Erbil,Iraq,7501443338,7501443337,,newhouse997@yahoo.com,"
  Doors   ",0
Noor AlMasra,Noor AlMasra,Karada Kharej,Baghdad,Iraq,7901947767,,,nooral-mesra@yahoo.com,"
  Doors   ",0
Nozad Co,Nozad Co,60m St,Erbil,Iraq,7503848884,7704015888,,,"
  Doors   ",0
Onem  Co,Onem  Co, Koya Road ,Erbil,Iraq,7503717571,7705334141,www.onemotomasyon.com,info@onemotomasyon.com,"
  Doors   ",0
Panroma House,Panroma House,Shely St,Duhok,Iraq,7504993995,7504799212,,,"
  Doors   ",0
Shaho Co,Shaho Co,kermanshah bargh st,Erbil,Iraq,7507433040,,,shaho_co78@yahoo.com,"
  Doors   ",0
Shkar  Doors Co,Shkar  Doors Co,Malik Mahmoud St,Sulaymaniyah,Iraq,7701560325,964 53-3390210,,,"
  Doors   ",0
Silka Co,Silka Co,60 m s,Erbil,Iraq,7504487617,7706539955,,silkacompany@gmail.com,"
  Doors   ",0
Turkish  Doors Co,Turkish  Doors Co,40m S,Erbil,Iraq,7508280400,7508971565,,turkisshdoorco@hotmail.com,"
  Doors   ",0
Wadha Doors Co,Wadha Doors Co,100m St,Erbil,Iraq,7504543958,7504734596,,,"
  Doors   ",0
Zhyar Co,Zhyar Co,60m St,Erbil,Iraq,7504359774,7706412242,,964  66-2272759,"
  Doors   ",0
4Flowers,4Flowers,60 m St,Erbil,Iraq,7508464545,7504489758,,,"
  Kitchen  Furniture    ",0
Al Waleed Kitchens,Al Waleed Kitchens,60m St,Sulaymaniyah,Iraq,7501813265,7501820783,,Iraq@alwalidsyr.com,"
  Kitchen  Furniture    ",0
AlNakashFactory and show,AlNakashFactory and show,Al Maghreb St,Baghdad,Iraq,7700186118,7901377185,,,"
  Furniture   ",2015
AlNamat AlMuaseer,AlNamat AlMuaseer,AlMansour 14 Ramdaan St,Baghdad,Iraq,7905476385,7702759959,,cbuilding2@yahoo.com,"
  Furniture   ",2015
Mokhless Ayash,Seven Arts Printing  Design,Al Saady st beside AlSultan Palace Hotel,Basra,Iraq,9647707172820,,www.se7en-arts.com,info@se7en-arts.com,"
  Advertising    Art Production & Distribution    Communications    Internet    IT    Press & Magazines    Printing    Services    Studio Photography     Translator   ",2006
AlQand Gallery,AlQand Gallery,Almansur14 Rmadan St Al Adhamiya Mgharba St   Zayouna Rubaie St,Baghdad,Iraq,7901197218,7700660201,,m_almamoon@yahoo.com ,"
  Furniture   ",2015
Alaraab Kitchens,Alaraab Kitchens, Falestine,Baghdad,Iraq,7801517928,7713030250,,alaraab@yahoo.com,"
  Kitchen  Furniture    ",0
Mokhless Ayash,Seven Arts Printing  Design,AlSaady St,Basra,Iraq,7707172820,,www.se7en-arts.com,info@se7en-arts.com,"
  Advertising   ",2006
AlHamra Furniture,AlHamra Furniture,Hay Alwahda ,Baghdad,Iraq,7901454989,793219969,,,"
  Kitchen  Furniture    ",0
AlJawahir  Kitchens Co,AlJawahir  Kitchens Co,30m St,Erbil,Iraq,7506999334,7506999224,www.aljawahir-group.com,info@aljawahir-group.com,"
  Kitchen  Furniture    ",0
AlAatmad Co,AlAatmad Co,Naser Sq,Baghdad,Iraq,7800265232,7709672515,,,"
  Kitchen  Furniture    ",0
AlMatbakh,AlMatbakh,AlNadaal St,Baghdad,Iraq,7902596176,7901917159,,almatbak_company@yahoo.com,"
  Kitchen  Furniture    ",0
AlMansour,AlMansour,AlMansour,Baghdad,Iraq,7708070320,7804962799,,,"
  Kitchen  Furniture    ",0
AlMatbakh AlTurki,AlMatbakh AlTurki,Karada Kharej,Baghdad,Iraq,7902333860,7800199932,www.tkitchen-iraq.com, info@thitchen-iraq.com,"
  Kitchen  Furniture    ",0
AlMumtaz,AlMumtaz,AlJamhorya St,Kirkuk,Iraq,7705875040,,,mumtaz_alnajar@yahoo.com,"
  Kitchen  Furniture    ",0
AlSalasl Co,AlSalasl Co,Karada,Baghdad,Iraq,7806348211,07901339413 – 7806348211,,koka_1956@yahoo.com,"
  Kitchen  Furniture    ",0
Araz Co,Araz Co,KRO St,Duhok,Iraq,7504457711,750426260,,arazco2003@yahoo.com,"
  Kitchen  Furniture    ",0
AlWaha,AlWaha,Karada,Baghdad,Iraq,7704235310,7901459075,,nooral-mesra@yahoo.com,"
  Kitchen  Furniture    ",0
Anadolu Kitchens,Anadolu Kitchens,60m St,Erbil,Iraq,07713442138-964 7507745830- 7501335852-7807939971,7501335852,,,"
  Kitchen  Furniture    ",0
Armoni   Kitchens,Armoni   Kitchens,60m St,Erbil,Iraq,7504478844,7504414445,,,"
  Kitchen  Furniture    ",0
Arido,Arido,AlMansour 14 Ramdaan St,Baghdad,Iraq,7901301394,,, alaaaridu@yahoo.com,"
  Kitchen  Furniture    ",0
Atlas Steel Kitchens,Atlas Steel Kitchens,60m St,Erbil,Iraq,7504640517,7504615872,,atlassteel@yahoo.com,"
  Kitchen  Furniture    ",0
Avelon  Kitchens,Avelon  Kitchens,100m St,Erbil,Iraq,7714442008,7501612008,,,"
  Kitchen  Furniture    ",0
AlJashamy  Kitchens Co,AlJashamy  Kitchens Co,Baghdad,Baghdad,Iraq,7822955600,7809193132,www.aljashamycofurniture.com,ali j@aljashamycofurniture.com,"
  Kitchen  Furniture    ",0
Almelad Kitchens,Almelad Kitchens,Alnidhal St,Baghdad,Iraq,7700644199,,www.almiladkitchen.com,adil@almiladkitchen.com,"
  Kitchen  Furniture    ",0
AlAasel Co,AlAasel Co,AlNaser Sq,Baghdad,Iraq,7823689622,,,,"
  Kitchen  Furniture    ",0
Basimjazawi,Basimjazawi, Nidhal St,Baghdad,Iraq,7904335178,7901355724,,,"
  Kitchen  Furniture    ",0
Centro Kitchens Co,Centro Kitchens Co,Circle King Mahmud,Baghdad,Iraq,7480608300,7480605701,,mahmood.samin@yahoo.com,"
  Kitchen  Furniture    ",0
Cuzine Kitchens,Cuzine Kitchens,60m,Erbil,Iraq,7704690285,7707690286,www.cuzine.com.tr,sulaimaniyah@cuzine.com.tr,"
  Kitchen  Furniture    ",0
