Company Name,Category,Landmark,Building,Street,City,Country,Mobile,Mobile,Email,,,,,,,,,,,Company Name,Founded,Mobile,Phone,Website,Email,Views
Cdoor Company PVC,"
 | Aluminium & Glass |  ",,,100m St,Erbil,Iraq,07504452655,07706424252,07504454852,,gadar_co@yahoo.com,,,,,,,,,0000,0000,07504452655,,www.ske1.com,gadar_co@yahoo.com,384,,,
Chalishkan Co PVC,"
 | Aluminium & Glass |  ",,,Koya StModern City Bldg,Erbil,Iraq, 07504831616,07503831616,07504821616,, chalishkan_2008@yahoo.com,,,,,,,,,0000,0000, 07504831616,,, chalishkan_2008@yahoo.com,476,,,
AlBadri  Co,"
 | IT |  ",Restaurant Alazaaim,,KahrmanaOpp,Baghdad,Iraq,07901924739,07901924732,07702428041,964 7197585,964 1-7197856,info@aitc-iraq.com,showroom.s@aitc-iraq.com,,,,,,,AlBadri  Co,1986,07901924739,964 7197585,www.aitc-iraq.com,info@aitc-iraq.com,376,,,
Comar Office,"
 | Aluminium & Glass |  ",,,Nasier Sq,Baghdad,Iraq,07902976485,07708856712,,,,,,,,,,,,0000,0000,07902976485,,,,312,,,
AlHamd IT,"
 | IT |  ",,,Hay Alsaad,Najaf,Iraq,7801006490,,,,,,,,,,,,,AlHamd IT,2015,7801006490,,,,272,,,
Crystal CoPVC,"
 | Aluminium & Glass |  ",,,July14Near the Alabaechi mosque,Basra,Iraq,07707333043,07801172919,,crystalcom82@yahoo.com,,,,,,,,,,0000,0000,07707333043,,,crystalcom82@yahoo.com,284,,,
Alkafeel IT,"
 | IT |  ",,,Alaskan St,Karbala,Iraq,7709608884, 7818800949,,info@alkafeel.info,support@alkafeel.info,,,,,,,,,Alkafeel IT,2015,7709608884,,www.alkafeel.info,info@alkafeel.info,1795,,,
Dalal Co PVC,"
 | Aluminium & Glass |  ",,,Makhmoor RoadBehibd Gal Station,Erbil,Iraq,07504322339,07704054979,07504554120,,,,,,,,,,,0000,0000,07504322339,,,,313,,,
Dar AlSalam Co PVC ,"
 | Aluminium & Glass |  ",,,Nasier Sq Tunisia St,Baghdad,Iraq,07712797525,07902681221,,,,,,,,,,,,0000,0000,07712797525,,,,252,,,
 Diger Co PVC,"
 | Aluminium & Glass |  ",,,Nasier Sq,Baghdad,Iraq,0707885564,07400200131,07901729529,,alminumdigr@yahoo.com,,,,,,,,,0000,0000,0707885564,,,alminumdigr@yahoo.com,699,,,
Dijla  Rozhano CO PVC ,"
 | Aluminium & Glass |  ",,,Kwesinjaq Stnear Alrasool Hospital,Erbil,Iraq,07507974632,07706455551,,rozhano@rozhano.com-dijlaco@nol.com.jo,,,,,,,,,,0000,0000,07507974632,,www.dijlagroup.com,rozhano@rozhano.com-dijlaco@nol.com.jo,474,,,
AlNabaa IT,"
 | IT |  ",,,AlSinaa St,Baghdad,Iraq,7901706973,7901594099,964 1-7170118,info@al-nabaa.net,,,,,,,,,,AlNabaa IT,1989,7901706973,964 1-7170118,www.al-nabaa.com,info@al-nabaa.net,527,,,
AlSaif Co IT,"
 | IT |  ",Kahrmana Sq,,Karada,Baghdad,Iraq,,noorbadri@gmail.com,,,,,,,,,,,,AlSaif Co IT,2015,,,www.sitc-iraq.com,noorbadri@gmail.com,246,,,
Asi Bex It Solution,"
 | IT |  ",,,Mansoor St,Baghdad,Iraq,7809100863,1-5435732,1-5435731,iraqbranch@asibex.com.jo,,,,,,,,,,Asi Bex It Solution,2015,7809100863,1-5435732,,iraqbranch@asibex.com.jo,185,,,
Dijla AlIraq Co,"
 | Aluminium & Glass |  ",,,Naseer Sq,Baghdad,Iraq,07901360997,07805903413,1-8163269,18-181143- ,dijlairco@hogtmail.com,,,,,,,,,0000,0000,07901360997,1-8163269,,dijlairco@hogtmail.com,232,,,
Amyar IT,"
 | IT |  ",,, Barzani Nemr St,Erbil,Iraq,964-7504994428,,naska.om@amyarco.com,,,,,,,,,,,Amyar IT,2015,964-7504994428,,www.amyarco.com,naska.om@amyarco.com,267,,,
Dismar Co PVC,"
 | Aluminium & Glass |  ",,, Oppsite Haji Ibrahim St,Duhok,Iraq,7503313867,,cetin_erkan_1969@hotmail.co,,,,,,,,,,,0000,0000,7503313867,,www.dismargroup.com,cetin_erkan_1969@hotmail.co,1160,,,
Ataa AlWakeel Co IT,"
 | IT |  ",,,KaradaSadoon St,Baghdad,Iraq,7705370635,7901573775,,canon_iraq@yahoo.com,,,,,,,,,,Ataa AlWakeel Co IT,2015,7705370635,,,canon_iraq@yahoo.com,165,,,
Av Solutions IT,"
 | IT |  ",,,KaradaMain St,Baghdad,Iraq,7901844727,964 1-7762525,zaid.a@avsolutionsco.com,,,,,,,,,,,Av Solutions IT,2015,7901844727,964 1-7762525,www.avsolutionsco.com,zaid.a@avsolutionsco.com,169,,,
Dubai Steel Co PVC,"
 | Aluminium & Glass |  ",,,Sadoon Baiaa Al Hay Senaee,Baghdad,Iraq,07702412508,07800057903,, steel_co2002@yahoo.com,,,,,,,,,,0000,0000,07702412508,,www.dubaisco.com, steel_co2002@yahoo.com,311,,,
AVA IT Co,"
 | IT |  ",,,Salim St,Sulaymaniyah,Iraq,7701524212,,info@avagroup.com,,,,,,,,,,,AVA IT Co,2015,7701524212,,www.avagroup.com,info@avagroup.com,273,,,
Erkan Bena Co PVC,"
 | Aluminium & Glass |  ",,,100thm St,Erbil,Iraq,07701347777,07504052589,,tahakopru@hotmail.com, tursali@yahoo.com,,,,,,,,,0000,0000,07701347777,,,tahakopru@hotmail.com,510,,,
Avesta Group IT,"
 | IT |  ",,,st,Baghdad,Iraq,7504817657,7701309816,,ali@avestagroup.net,,,,,,,,,,Avesta Group IT,2015,7504817657,,www.avestagroup.net,ali@avestagroup.net,368,,,
Fwar  Company PVC,"
 | Aluminium & Glass |  ",,,100m St,Erbil,Iraq,7504480772,,fwar.2013@hotmail.com,,,,,,,,,,,0000,0000,7504480772,,,fwar.2013@hotmail.com,312,,,
Albayan Co,"
 | IT |  ",,,AlMansoor St,Baghdad,Iraq,7707770515,7809190135,,si.alshawi@nooralbayan.net,,,,,,,,,,Albayan Co,2015,7707770515,,www.nooralbayan.net,si.alshawi@nooralbayan.net,368,,,
Babel IT,"
 | IT |  ",,,baghdad,Baghdad,Iraq,7901327596,7400192034,info@babeltech.net,,,,,,,,,,,Babel IT,2015,7901327596,7400192034,www.babeltech.net,info@babeltech.net,217,,,
Baghdad  ITCo,"
 | IT |  ",,,baghdad,Baghdad,Iraq,964 1-7170720,964 1-7170714,,,,,,,,,,,,Baghdad  ITCo,2015,,964 1-7170720,,,224,,,
Gader Co PVC,"
 | Aluminium & Glass |  ",Opp to Family Mall,,100  m St,Erbil,Iraq,07504452655,07504454852,,fwar.2013@hotmail.com,,,,,,,,,,0000,0000,07504452655,,,fwar.2013@hotmail.com,281,,,
Canon IT,"
 | IT |  ",,,Aras St,Erbil,Iraq,7504459945,,canon_arbil@yahoo.com,,,,,,,,,,,Canon IT,2015,7504459945,,,canon_arbil@yahoo.com,584,,,
Guzel Company,"
 | Aluminium & Glass |  ",,,southern industrial zone,Erbil,Iraq,07706400402,07504700111,07504450402,964 66 2290298,info@guzelpvc.com,,,,,,,,,0000,0000,07706400402,964 66 2290298,www.guzelpvc.com,info@guzelpvc.com,278,,,
Chemi Link IT,"
 | IT |  ",,,baghdad,Baghdad,Iraq,7801189561,,a.maghdad@chemi-link.com,,,,,,,,,,,Chemi Link IT,2015,7801189561,,www.chemi-link.com,a.maghdad@chemi-link.com,154,,,
Dot Net IT,"
 | IT |  ",,,Salim St,Sulaymaniyah,Iraq,7501536101,964 53-3210109,firyad@dotnetit.net,,,,,,,,,,,Dot Net IT,2015,7501536101,964 53-3210109,www.dotnetit.net,firyad@dotnetit.net,341,,,
Golf Co,"
 | Aluminium & Glass |  ",,,duhok,Duhok,Iraq,07703996185,,taeger_fany23@yahoo.com,,,,,,,,,,,0000,0000,07703996185,,,taeger_fany23@yahoo.com,229,,,
Dots Pro It,"
 | IT |  ",,,erbil,Erbil,Iraq,7508347474,,erbil@dots-pro.com,,,,,,,,,,,Dots Pro It,2015,7508347474,,www.dotsexpo.com,erbil@dots-pro.com,240,,,
Hawraz PVC Co,"
 | Aluminium & Glass |  ",,,Elban St,Erbil,Iraq,07704484704,07504484704,,,,,,,,,,,,0000,0000,07704484704,,,,319,,,
EJAF IT,"
 | IT |  ",,,Italian Village No30,Erbil,Iraq,7501914255,964-66-2462658,y.alfarra@ejaftech.com,,,,,,,,,,,EJAF IT,2015,7501914255,964-66-2462658,www.ejaftech.com,y.alfarra@ejaftech.com,176,,,
Hiva Company PVC,"
 | Aluminium & Glass |  ",,,100m St,Erbil,Iraq,0 7504104243,07504354141, 07504434527,,,,,,,,,,,0000,0000,0 7504104243,,,,311,,,
Electric Power Services IT,"
 | IT |  ",,,Guran st,Erbil,Iraq,7702716565,, hendrean1973@yahoo.com,,,,,,,,,,,Electric Power Services IT,2015,7702716565,,, hendrean1973@yahoo.com,179,,,
Elegant Floor For Technologies  Solutions IT,"
 | IT |  ",,,100th  St,Erbil,Iraq,7704885124,,aousj@rockss.com,,,,,,,,,,,Elegant Floor For Technologies  Solutions IT,2015,7704885124,,www.elegant-floor.com,aousj@rockss.com,173,,,
Hiway Firdows Co,"
 | Aluminium & Glass |  ",Near Majidy Mall,,Koye Road,Erbil,Iraq,07704477480,07504477480,,info@hiwayfirdows.com,,,,,,,,,,0000,0000,07704477480,,www.hiwayfirdows.com,info@hiwayfirdows.com,377,,,
Electronic Center,"
 | IT |  ",,,AlSaadi St,Basra,Iraq,7812464446,7714064446,,ec@kamarain.com,,,,,,,,,,Electronic Center,2015,7812464446,,www.kamarain.com,ec@kamarain.com,203,,,
Home Style  PVC Co,"
 | Aluminium & Glass |  ",,,100m St,Erbil,Iraq,07507804843, 07504907590,,,,,,,,,,,,0000,0000,07507804843,,,,299,,,
Fourth  Dimension Office IT,"
 | IT |  ",,, AlShekh Omar,Baghdad,Iraq,7901758137,7901208002,,husam_seiko_2005@yahoo.com,shhaab_jman@yahoo.com,,,,,,,,,Fourth  Dimension Office IT,2015,7901758137,,,husam_seiko_2005@yahoo.com,290,,,
Hend Co,"
 | Aluminium & Glass |  ",,,KRO St,Duhok,Iraq,07504500580,07504677893,,info@hendpo.com,,,,,,,,,,0000,0000,07504500580,,www.hendpo.com,info@hendpo.com,277,,,
Fusion Excel IT,"
 | IT |  ",,,Nineveh International Hotel,Mosul,Iraq,7704825517,,muathalmallah@gmail.com,,,,,,,,,,,Fusion Excel IT,2015,7704825517,,www.fusionexcel.com,muathalmallah@gmail.com,286,,,
Izzadin Co PVC,"
 | Aluminium & Glass |  ",,,southern industrial zone,Erbil,Iraq,07504485076, 964 66 2291020,izzadinaluminium@yahoo.com,,,,,,,,,,,0000,0000,07504485076, 964 66 2291020,,izzadinaluminium@yahoo.com,506,,,
Getty IT,"
 | IT |  ",,,Ankawa,Erbil,Iraq,964 66-2253336,,lana.ali@gettytech.com,,,,,,,,,,,Getty IT,2015,964 66-2253336,,www.gettytech.com,lana.ali@gettytech.com,416,,,
Global Esta Software Co,"
 | IT |  ",,,baghdad,Baghdad,Iraq,7705767427,,raid.nahi@globaleastsw.com,,,,,,,,,,,Global Esta Software Co,2015,7705767427,,www.globaleastsw.com,raid.nahi@globaleastsw.com,286,,,
Karim Alabodi CoPVC,"
 | Aluminium & Glass |  ",,,Nasier Sq Tunisia St,Baghdad,Iraq,07901613947, 964 1-8186583,964 1-8183167 ,karim-alabodi.com,,,,,,,,,,0000,0000,07901613947, 964 1-8186583,www.alabodi.net,karim-alabodi.com,702,,,
Krestal Co PVC,"
 | Aluminium & Glass |  ",,,14 Tamuz,Basra,Iraq,07707333043,07801172919,,shkespeares@yahoo.com,,,,,,,,,,0000,0000,07707333043,,,shkespeares@yahoo.com,297,,,
Kodia Co,"
 | Aluminium & Glass |  ",,,Sadoon St,Baghdad,Iraq,07708886696, 07802044312,,akpa.iraq@yahoo.com,,,,,,,,,,0000,0000,07708886696,,,akpa.iraq@yahoo.com,177,,,
Hanaw Pen Co IT,"
 | IT |  ",,,sulaymaniyah,Sulaymaniyah,Iraq,7701539561, 7701975121,,hanawpen@yahoo.com,,,,,,,,,,Hanaw Pen Co IT,2015,7701539561,,,hanawpen@yahoo.com,161,,,
High Tech CoIT,"
 | IT |  ",,,Almudaffarea St,Erbil,Iraq,964 66-2226345,964 66-2232757,info@hightechiraq.com,,,,,,,,,,,High Tech CoIT,2015,,964 66-2226345,www.hightechiraq.com,info@hightechiraq.com,161,,,
Lamasat  Co  PVC,"
 | Aluminium & Glass |  ",,,AlNasar Sq,Baghdad,Iraq,07901529125,07702799338 ,,info@lamasat-iraq.com,,,,,,,,,,Lamasat  Co  PVC,0000,07901529125,,www.lamasat-iraq.com,info@lamasat-iraq.com,186,,,
I S C IT,"
 | IT |  ",,,AlNidhal St,Baghdad,Iraq,7400142760,1-8160317,1-8189739,isc@isciraq.com,,,,,,,,,,I S C IT,2015,7400142760,1-8160317,www.isciraq.com,isc@isciraq.com,153,,,
Makbas CO PVC,"
 | Aluminium & Glass |  ",,,sulaymaniyah,Sulaymaniyah,Iraq,07504538530, 07504855343,964 533 6629290,,,,,,,,,,,Makbas CO PVC,0000,07504538530,964 533 6629290,,,202,,,
ICAS IT,"
 | IT |  ",,,Italian Village Villa No 210,Erbil,Iraq,964 7508474491,964-7508474492,,Hussein.hamieh@icasiraq.com,,,,,,,,,,ICAS IT,2015,964 7508474491,,www.icasiraq.com,Hussein.hamieh@icasiraq.com,159,,,
ICS Technologies IT,"
 | IT |  ",,,erbil,Erbil,Iraq,7705064679,7504284936,66-2515008,technologies-irq.com,mjabbar@ics,,,,,,,,,ICS Technologies IT,2015,7705064679,66-2515008,www.ics-technologies-irq.com,technologies-irq.com,161,,,
Mardo Company PVC ,"
 | Aluminium & Glass |  ",,,60m St,Erbil,Iraq,07504056060,07504403075,07504451994,00964 662567475,,,,,,,,,,Mardo Company PVC ,0000,07504056060,00964 662567475,,,205,,,
Info tech IT,"
 | IT |  ",,, 60 m St AlMansur,Baghdad,Iraq,7703458929,7702784448,7504425510,964 66-2235399,muhannad_abdulwahad@infotechbs.com ,,,,,,,,,Info tech IT,2015,7703458929,964 66-2235399,www.infotechbs.com,muhannad_abdulwahad@infotechbs.com ,147,,,
Mecano AlWatany,"
 | Aluminium & Glass |  ",,,Ashar AlWatany St ,Basra,Iraq,07713170045,07906589407,,,,,,,,,,,,Mecano AlWatany,0000,07713170045,,,,189,,,
Integrated Solutions for IT,"
 | IT |  ",,,Airport road,Erbil,Iraq,7605041120,7504579235,964 66-2252811,info@intg-sols.com,,,,,,,,,,Integrated Solutions for IT,2015,7605041120,964 66-2252811,www.intg-sols.com,info@intg-sols.com,173,,,
Mecano AlWatany,"
 | Aluminium & Glass |  ",,,Ashar AlWatany St ,Basra,Iraq,07713170045,07906589407,,,,,,,,,,,,Mecano AlWatany,0000,07713170045,,,,174,,,
Iraq com IT,"
 | IT |  ",,,Salim St,Sulaymaniyah,Iraq,7701193112,7701553131,,diawar.karim@iraqcom.biz,,,,,,,,,,Iraq com IT,2015,7701193112,,,diawar.karim@iraqcom.biz,153,,,
Mir Mazn  PVC Co,"
 | Aluminium & Glass |  ",,,100m St60m St,Erbil,Iraq,07504295008,07504296008,07504457355,00964 662533830,mir_mazn@yahoo.com,,,,,,,,,Mir Mazn  PVC Co,0000,07504295008,00964 662533830,,mir_mazn@yahoo.com,189,,,
IP Technologies,"
 | IT |  ",,,Nawroz St,Erbil,Iraq,7503082097,,ma@ipiraq.com,,,,,,,,,,,IP Technologies,2015,7503082097,,,ma@ipiraq.com,156,,,
Mirac Co PVC,"
 | Aluminium & Glass |  ",,,100m St,Erbil,Iraq,07504860014,07504860015,07504860013,,info@miracaluminyum.com,,,,,,,,,Mirac Co PVC,0000,07504860014,,info@miracaluminyum.com,info@miracaluminyum.com,195,,,
Montasser Media Co PVC,"
 | Aluminium & Glass |  ",,,Baghdad,Baghdad,Iraq,07712907133,07901391571,,montasser_media@yahoo.com,,,,,,,,,,Montasser Media Co PVC,0000,07712907133,,,montasser_media@yahoo.com,180,,,
Mohammed AlMousawi Co,"
 | Aluminium & Glass |  ",,,Alwatan St,Basra,Iraq,07801406082,07808551448,,,,,,,,,,,,Mohammed AlMousawi Co,0000,07801406082,,,,189,,,
Nowzad Company PVC,"
 | Aluminium & Glass |  ",,,60m St,Erbil,Iraq,07507150101, 07704015888,,nit.group@yahoo.com,,,,,,,,,,Nowzad Company PVC,0000,07507150101,,,nit.group@yahoo.com,201,,,
Iraq Global Technologies,"
 | IT |  ",,,baghdad,Baghdad,Iraq,7902547183,,labibs@sbcglobal.net,,,,,,,,,,,Iraq Global Technologies,2015,7902547183,,www.iraqglobal.com,labibs@sbcglobal.net,143,,,
Nurmada Co PVC,"
 | Aluminium & Glass |  ",,,Mosul,Mosul,Iraq,07701648098,,normada_slami@yahoo.com,,,,,,,,,,,Nurmada Co PVC,0000,07701648098,,,normada_slami@yahoo.com,164,,,
Nur Co,"
 | Aluminium & Glass |  ",,,Baghdad,Baghdad,Iraq,07502309672,,,,,,,,,,,,,Nur Co,0000,07502309672,,www.nur-is.com.tr,,175,,,
Jacquard Systems IT,"
 | IT |  ",,,baghdad,Baghdad,Iraq,7704443522,,wasiti@jacquard.ae,,,,,,,,,,,Jacquard Systems IT,2015,7704443522,,www.jacquard.ae,wasiti@jacquard.ae,142,,,
Jibal IT,"
 | IT |  ",,,60m St,Erbil,Iraq,7504451998,,saman.ismail@jibal-it.com,,,,,,,,,,,Jibal IT,2015,7504451998,,www.jilal-it.com,saman.ismail@jibal-it.com,155,,,
K  K IT,"
 | IT |  ",,,erbil,Erbil,Iraq,7508819088,,m.karaki@kandk-it.com,,,,,,,,,,,K  K IT,2015,7508819088,,,m.karaki@kandk-it.com,147,,,
Ozan Co PVC,"
 | Aluminium & Glass |  ",,,sulamaniyah,Sulaymaniyah,Iraq,07504109192,07704771848,964 53-77743393,info@ozanaluminyum.com,,,,,,,,,,Ozan Co PVC,0000,07504109192,964 53-77743393,,info@ozanaluminyum.com,197,,,
Leader,"
 | IT |  ",,,Muthafaria St ,Erbil,Iraq,7704410520,,kkittani@leader-iraq.com,,,,,,,,,,,Leader,2015,7704410520,,www.leader-iraq.com,kkittani@leader-iraq.com,149,,,
Logic Systems Iraq Bids For ITProducts  Solutions IT,"
 | IT |  ",,,Brayti St,Erbil,Iraq,7507817657,,ali@iraqbids.com,,,,,,,,,,,Logic Systems Iraq Bids For ITProducts  Solutions IT,2015,7507817657,,www.iraqbids.com,ali@iraqbids.com,147,,,
Rawandouz Co PVC,"
 | Aluminium & Glass |  ",,,Nasier SqTunisia St,Baghdad,Iraq,07901319886,07704220460,964 1-8863490,shakeebkamala@yahoo.com,,,,,,,,,,Rawandouz Co PVC,0000,07901319886,964 1-8863490,,shakeebkamala@yahoo.com,190,,,
Metrobit  IT,"
 | IT |  ",,,sulaymaniyah,Sulaymaniyah,Iraq,7716148573,,m.eghtedari@metrobitcorp.com,,,,,,,,,,,Metrobit  IT,2015,7716148573,,www.metrobitcorp.com,m.eghtedari@metrobitcorp.com,153,,,
Midya Tech  IT,"
 | IT |  ",,, Italian City Villa No 499,Erbil,Iraq,7504700800,7503886325,964-66-2548080, info@midyatech.com,,,,,,,,,,Midya Tech  IT,2015,7504700800,964-66-2548080,www.midyatech.com, info@midyatech.com,152,,,
Rozhano Co,"
 | Aluminium & Glass |  ",,Baghdad,baghdad,Baghdad,Iraq,07711966715,07700434491,07503039569,,rozhano@rozhano.com,,,,,,,,,Rozhano Co,0000,07711966715,,,rozhano@rozhano.com,173,,,
Saray PVC CO,"
 | Aluminium & Glass |  ",,,Raza St,Duhok,Iraq,07504750137, 07504509120,964 627604535,yousif96saray@yahoo.com,,,,,,,,,,Saray PVC CO,0000,07504750137,964 627604535,,yousif96saray@yahoo.com,338,,,
Modern Technology CoIT,"
 | IT |  ",,,AlMansur14 Ramadan St,Baghdad,Iraq,7806697007,7813010256,,info@moderntech-iq.com,,,,,,,,,,Modern Technology CoIT,2015,7806697007,,www.moderntech-iq.com,info@moderntech-iq.com,145,,,
Sabaa  CO PVC,"
 | Aluminium & Glass |  ",,,Kut Alhagag,Basra,Iraq,07710849509,07801391586 ,,,,,,,,,,,,Sabaa  CO PVC,0000,07710849509,,,,185,,,
Map Group It,"
 | IT |  ",,,Ankawa St,Erbil,Iraq,7504546250,66-3515191,eia@mapcogroup.com,,,,,,,,,,,Map Group It,2015,7504546250,66-3515191,www.mapcogroup.com,eia@mapcogroup.com,149,,,
Sarbast Muhamad   PVC Co,"
 | Aluminium & Glass |  ",,,Kareza Weshk St,Sulaymaniyah,Iraq,07704892424, 07701544258,,,,,,,,,,,,Sarbast Muhamad   PVC Co,0000,07704892424,,,,194,,,
Malto It Co,"
 | IT |  ",,,duhok,Duhok,Iraq,7504696106,62-7226528,62-7225790,malto1976co@yahoo.com,,,,,,,,,,Malto It Co,2015,7504696106,62-7226528,,malto1976co@yahoo.com,179,,,
Sardar Xoshnaw Company PVC,"
 | Aluminium & Glass |  ",,,Erbil,Erbil,Iraq,07504483135,07704456331, 07504456331,00964  662271723,sardar_alaminum@yahoo.com,Sardar_ticaret@hotmail.com  ,,,,,,,,Sardar Xoshnaw Company PVC,0000,07504483135,00964  662271723,,sardar_alaminum@yahoo.com,192,,,
Mikro Tik It Co,"
 | IT |  ",,,Karada Kharej,Baghdad,Iraq,7704310098,7800075000,,ali@satgte-iraq.com,,,,,,,,,,Mikro Tik It Co,2015,7704310098,,,ali@satgte-iraq.com,139,,,
Shekh Group Co PVC,"
 | Aluminium & Glass |  ",,,Malta St,Duhok,Iraq,07706520175,07507612735,964-62-7630332,www.shekhgroup.com,,,,,,,,,,Shekh Group Co PVC,0000,07706520175,964-62-7630332,,www.shekhgroup.com,173,,,
NashTech,"
 | IT |  ",,,40 m St,Erbil,Iraq,7504151507,7506207654,,sajjad@nash-techsystem.com,,,,,,,,,,NashTech,2015,7504151507,,www.nash-techsystem.com,sajjad@nash-techsystem.com,154,,,
Sinar Co  PVC,"
 | Aluminium & Glass |  ",,, Kro St  Erbil,Duhok,Iraq,07504249640 ,07504455074,07704455074, 07704165449,964 664455074,www.sinarco.com,,,,,,,,Sinar Co  PVC,0000,07504249640 ,964 664455074,,www.sinarco.com,170,,,
Nur Cladding Systems  IT,"
 | IT |  ",,, English village villa no 274,Erbil,Iraq,7503884410,964-66-2565800, saner@nur.com.tr,,,,,,,,,,,Nur Cladding Systems  IT,2015,7503884410,964-66-2565800,www.nur.com.tr, saner@nur.com.tr,146,,,
Nabaa AlBasrah,"
 | IT |  ",,,Breha,Basra,Iraq,7801401050,7705600096,,humam_75@yahoo.com,,,,,,,,,,Nabaa AlBasrah,2015,7801401050,,,humam_75@yahoo.com,140,,,
Sistem Co,"
 | Aluminium & Glass |  ",,,AlNidal St  AlGhader,Baghdad,Iraq,07817588708,07711496584,,sistembaghdad@hotmail.com,sistem_iraq@yahoo.com,,,,,,,,,Sistem Co,0000,07817588708,,,sistembaghdad@hotmail.com,172,,,
Solin,"
 | Aluminium & Glass |  ",,,60m St,Erbil,Iraq,07504542118,, haci_helel@yahoo.com,,,,,,,,,,,Solin,0000,07504542118,,, haci_helel@yahoo.com,197,,,
Orinet Co,"
 | IT |  ",,,AlMansoor St,Baghdad,Iraq,7901831694,,,,,,,,,,,,,Orinet Co,2015,7901831694,,www.orinetiq.com,,139,,,
Swar Haider Co PVC,"
 | Aluminium & Glass |  ",,,100 m Opp South Industry,Erbil,Iraq,07504683996,07507667666,07504453147,, swar_ha@yahoo.com,,,,,,,,,Swar Haider Co PVC,0000,07504683996,,, swar_ha@yahoo.com,191,,,
Rawafid IT,"
 | IT |  ",,,Ashar,Basra,Iraq,7801904044,,director@rawafidfortechnology.ae,,,,,,,,,,,Rawafid IT,2015,7801904044,,www.rawafidfortechnology.ae,director@rawafidfortechnology.ae,140,,,
Sahba Group IT,"
 | IT |  ",,,AlMuthanna Airport Road,Baghdad,Iraq,7901906953,7501196247,66-2274186,mustafa@sahbatechnology.com,almutwali@sahbatechnology.com,,,,,,,,,Sahba Group IT,2015,7901906953,66-2274186,www.sahbatechnology.com,mustafa@sahbatechnology.com,139,,,
Thabit AlBaldawi  Sons Group PVC,"
 | Aluminium & Glass |  ",,,nasir Sq,Baghdad,Iraq,07901359020,07600003418,07711331106, 1-8865086,964 1-8182158-964,kb@aluminum-albaldawi.com,aluminum_b@yahoo.com,,,,,,,Thabit AlBaldawi  Sons Group PVC,0000,07901359020, 1-8865086,,kb@aluminum-albaldawi.com,173,,,
Silk Road Group IT,"
 | IT |  ",,,Jaderia,Baghdad,Iraq,7809124738,,marketing@srg-iq.com,,,,,,,,,,,Silk Road Group IT,2015,7809124738,,www.silkroa-group.net,marketing@srg-iq.com,144,,,
The Bright Star Company PVC,"
 | Aluminium & Glass |  ",,,Baghdad,Baghdad,Iraq,07503703320, 7706450203,,,,,,,,,,,,The Bright Star Company PVC,0000,07503703320,,thebrightstar2000@yahoo.com,,171,,,
Sina group IT,"
 | IT |  ",,,Minaret St near Silo,Erbil,Iraq,7504537216,964-66-2221720,hoshmand73@yahoo.com,hoshmand@sina-group.com,,,,,,,,,,Sina group IT,2015,7504537216,964-66-2221720,www.sina-group.com,hoshmand73@yahoo.com,149,,,
Urfa Company PVC,"
 | Aluminium & Glass |  ",,,100m St,Erbil,Iraq,07504450921,07504743813, 07504460270,00964 662564344,,,,,,,,,,Urfa Company PVC,0000,07504450921,00964 662564344,,,187,,,
Smart Vision Co  IT,"
 | IT |  ",,,62 St,Baghdad,Iraq,7600251255,7700555779,7400555779,,info@smartvision-it.com,,,,,,,,,Smart Vision Co  IT,2015,7600251255,,www.smartvision-it.com,info@smartvision-it.com,136,,,
Uzeir Company PVC,"
 | Aluminium & Glass |  ",,,60m St,Erbil,Iraq,07504482299,07504443095,07504453095,,uzeir-ticaet@hotmail.com,,,,,,,,,Uzeir Company PVC,0000,07504482299,,,uzeir-ticaet@hotmail.com,184,,,
State It Co,"
 | IT |  ",,,Nidal St,Baghdad,Iraq,7903942715,,nassirj_2000@yahoo.com,,,,,,,,,,,State It Co,2015,7903942715,,,nassirj_2000@yahoo.com,134,,,
